0,1,2,3,4,5,6,7,8,9,10
0,39.3,97.78,102.16,128.69,139.36,145.57,162.89,167.02,169.99,171.06
0,131.51,183.22,202.7,213.39,229.09,242.53,255.73,262.39,267.06,272.54
0,172.84,200.92,216.78,229.58,240.64,247.48,253.83,260.5,265.77,270.96
0,92.29,106.54,128.59,152.54,163.02,172.55,187.63,197.08,205.18,212.08
0,173.26,201.04,215.62,226.79,239.7,248.73,256.12,260.78,266.96,271.72
0,179.92,216.81,238.92,252.07,264.2,271.67,280.49,289.6,294.99,301.51
