0,1,2,3,4,5,6,7,8,9,10
0,4.13,6.7,8.58,10.4,12.14,13.85,15.08,16.5,17.62,18.8
0,10.74,18.67,24.62,30.06,34.21,37.93,39.89,42.33,44.9,46.8
0,4.33,7.99,10.78,12.39,14.2,16.58,18.75,20.52,21.98,23.11
0,13.47,21.94,27.83,31.81,35.73,39.08,41.82,44.51,46.91,49.32
0,13.55,21.39,27.41,31.72,35.51,38.73,41.57,43.58,45.17,46.6
0,14.19,22.2,28.13,32.32,36.04,39.25,42.1,44.87,47.35,49.45
